Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.18.0.10-142.250.190.150-40062-443-6,172.18.0.10,40062,142.250.190.150,443,6,08/09/2023 10:23:59 AM,77864,7,5,591.0,5861.0,517.0,0.0,84.42857142857143,192.72939331513254,2800.0,0.0,1172.2,1257.8311492406283,82862.4267954382,154.1148669474982,7078.545454545454,7423.997405220942,16716.0,13.0,77864.0,12977.333333333332,9019.60559374226,25909.0,39.0,61545.0,15386.25,13070.628915626057,29066.0,41.0,0,0,0,0,220,168,89.90033905270728,64.21452789479092,0.0,2800.0,496.30769230769226,925.085976600318,855784.0641025641,0,2,1,5,10,0,0,0,0.0,537.6666666666666,84.42857142857143,1172.2,0,0,0,6452,5,132194,0,0,0,0,64240,261,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-142.250.191.246-41358-443-6,172.18.0.10,41358,142.250.191.246,443,6,08/09/2023 10:23:59 AM,102287,7,6,591.0,5861.0,517.0,0.0,84.42857142857143,192.72939331513254,2800.0,0.0,976.8333333333334,1222.5874883486524,63077.419417912344,127.0933745246219,8523.916666666666,8320.580021940486,20590.0,-15.0,85875.0,14312.5,10456.449048314633,26673.0,7.0,85895.0,17179.0,13789.101330398584,37385.0,2.0,0,0,0,0,232,200,68.43489397479641,58.65848054982549,0.0,2800.0,460.85714285714283,898.6372466679206,807548.9010989012,2,2,0,5,12,0,0,0,0.0,496.3076923076923,84.42857142857143,976.8333333333334,0,0,0,6452,5,100744,0,0,0,0,64240,261,2,32,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-142.250.190.142-39258-443-6,172.18.0.10,39258,142.250.190.142,443,6,08/09/2023 10:24:14 AM,67573,7,5,591.0,5476.0,517.0,0.0,84.42857142857143,192.72939331513254,2800.0,0.0,1095.2,1191.585162713937,89784.38133574062,177.58572210794253,6142.999999999999,7257.9846927366825,16409.0,14.0,67573.0,11262.166666666666,9804.866045319877,25351.0,44.0,51375.0,12843.75,10566.57962240699,24443.0,51.0,0,0,0,0,220,168,103.59167122963315,73.9940508783094,0.0,2800.0,466.69230769230774,871.691782743513,759846.564102564,0,2,1,5,10,0,0,0,0.0,505.5833333333333,84.42857142857143,1095.2,0,0,0,6067,5,121768,0,0,0,0,64240,261,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-142.250.190.142-39248-443-6,172.18.0.10,39248,142.250.190.142,443,6,08/09/2023 10:24:14 AM,81246,7,5,591.0,5475.0,517.0,0.0,84.42857142857143,192.72939331513254,2800.0,0.0,1095.0,1191.4591893976058,74662.13721290894,147.6995790561997,7386.0,8691.833442950918,19763.0,13.0,81246.0,13541.0,10978.922697605625,27505.0,57.0,64705.0,16176.25,15509.623149838295,36551.0,65.0,0,0,0,0,220,168,86.15808778278316,61.54149127341654,0.0,2800.0,466.61538461538464,871.574297699431,759641.7564102564,0,2,1,5,10,0,0,0,0.0,505.5,84.42857142857143,1095.0,0,0,0,6066,5,94636,0,0,0,0,64240,261,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-172.18.0.6-40562-26512-6,172.18.0.10,40562,172.18.0.6,26512,6,08/09/2023 10:24:18 AM,15813,6,5,226.0,128.0,226.0,0.0,37.66666666666667,92.26411364483305,124.0,0.0,25.6,55.03453461236863,22386.643900588122,695.6301777018908,1581.3000000000002,3483.2925053428653,10987.0,5.0,15432.0,3086.4,4656.036383019359,10987.0,77.0,15742.0,3935.5,5189.65384202068,11373.0,81.0,0,0,0,0,200,168,379.4346423828495,316.19553531904126,0.0,226.0,29.500000000000004,71.36653149888832,5093.181818181819,2,2,0,3,10,0,0,0,0.0,32.18181818181818,37.666666666666664,25.6,0,0,0,0,0,0,0,0,0,0,64240,508,1,32,0,0,0,0,0,0,0,0,NeedManualLabel
172.18.0.10-173.194.184.234-58962-443-6,172.18.0.10,58962,173.194.184.234,443,6,08/09/2023 10:23:59 AM,31460339,8,7,1391.0,5881.0,810.0,0.0,173.87499999999997,312.9639127987214,5199.0,0.0,840.1428571428571,1938.8074022081573,231.148176756773,0.4767907936402084,2247167.071428572,8374230.022041875,3.1342537E7,27.0,3.1450373E7,4492910.428571429,1.1839583701838462E7,3.1342537E7,281.0,3.1450403E7,5241733.833333333,1.281145566146051E7,3.1393E7,133.0,0,0,0,0,264,232,0.2542884232747778,0.22250237036543058,0.0,5199.0,454.5000000000001,1294.014064838555,1674472.4000000001,2,2,0,5,14,0,0,0,0.0,484.8,173.875,840.1428571428571,0,0,0,7272,5,127368,8,1391,7,5881,64240,267,3,32,107836.0,0.0,107836.0,107836.0,3.1342537E7,0.0,3.1342537E7,3.1342537E7,NeedManualLabel
172.18.0.10-173.194.184.234-58972-443-6,172.18.0.10,58972,173.194.184.234,443,6,08/09/2023 10:23:59 AM,31460111,8,7,1397.0,5881.0,816.0,0.0,174.625,314.7084535157671,5199.0,0.0,840.1428571428571,1938.8074022081573,231.34056965024692,0.47679424907305634,2247150.7857142854,8374249.326935052,3.1342588E7,14.0,3.1450185E7,4492883.571428571,1.1839617956844382E7,3.1342588E7,402.0,3.14503E7,5241716.666666667,1.2811432185994847E7,3.1392935E7,199.0,0,0,0,0,264,232,0.2542902661722967,0.22250398290075962,0.0,5199.0,454.87499999999994,1294.1248201004414,1674759.0499999998,2,2,0,5,14,0,0,0,0.0,485.2,174.625,840.1428571428571,0,0,0,7278,5,127798,8,1397,7,5881,64240,267,3,32,107597.0,0.0,107597.0,107597.0,3.1342588E7,0.0,3.1342588E7,3.1342588E7,NeedManualLabel
172.18.0.10-172.217.2.33-49082-443-6,172.18.0.10,49082,172.217.2.33,443,6,08/09/2023 10:24:03 AM,26862028,22,29,1635.0,37573.0,663.0,0.0,74.31818181818183,172.51318413761513,2800.0,0.0,1295.6206896551726,1220.316423069768,1459.6068472566556,1.8985908286596977,537240.5599999999,2748615.082187192,1.710856E7,7.0,2.6846244E7,1278392.5714285714,4190136.5574575798,1.7124386E7,25.0,2.6846089E7,958788.892857143,3650081.854347068,1.7124344E7,20.0,0,0,0,0,712,936,0.8189999653041833,1.0795908633555145,0.0,2800.0,753.9999999999999,1098.6697125409903,1207075.1372549022,2,2,0,30,50,0,0,0,1.0,768.7843137254902,74.31818181818181,1295.6206896551723,0,0,0,19604,15,436391,11,817,14,18786,64240,271,9,32,75203.5,49499.596003401886,110205.0,40202.0,1.33479185E7,5318350.2125231,1.710856E7,9587277.0,NeedManualLabel
172.18.0.10-142.250.190.78-39934-443-6,172.18.0.10,39934,142.250.190.78,443,6,08/09/2023 10:24:10 AM,20251782,15,14,1375.0,9160.0,581.0,0.0,91.66666666666667,188.52724951455642,2800.0,0.0,654.2857142857143,1028.5138964373964,520.2011358802895,1.4319727518299379,723277.9285714285,3802725.040633877,2.0126732E7,-17.0,2.0235516E7,1445394.0,5381617.40113509,2.0143235E7,6.0,2.0234923E7,1556532.5384615385,5584543.461926777,2.0142998E7,2.0,0,0,0,0,488,456,0.7406755612913472,0.6912971905385906,0.0,2800.0,351.16666666666674,758.1575708906761,574802.9022988505,2,2,0,15,28,0,0,0,0.0,363.2758620689655,91.66666666666667,654.2857142857143,0,0,0,10535,15,140115,15,1375,14,9160,64240,265,7,32,108784.0,0.0,108784.0,108784.0,2.0126732E7,0.0,2.0126732E7,2.0126732E7,NeedManualLabel
172.18.0.10-172.217.1.100-40250-443-6,172.18.0.10,40250,172.217.1.100,443,6,08/09/2023 10:24:04 AM,26126345,20,26,1724.0,21369.0,813.0,0.0,86.2,206.6654046367805,2800.0,0.0,821.8846153846154,1103.6290437252212,883.897077834653,1.760674904966615,580585.4444444445,3308877.395792626,2.1932218E7,-16.0,2.6110446E7,1374234.0,5066741.006493194,2.1953604E7,7.0,2.6110336E7,1044413.44,4427494.364566186,2.1948117E7,1.0,0,0,0,0,648,840,0.7655108282463544,0.9951640767202607,0.0,2800.0,491.34042553191483,904.4138692039784,817964.4468085108,2,2,0,24,45,0,0,0,1.0,502.0217391304348,86.2,821.8846153846154,0,0,0,11546,12,166109,10,862,13,10684,64240,267,8,32,4178228.0,0.0,4178228.0,4178228.0,2.1932218E7,0.0,2.1932218E7,2.1932218E7,NeedManualLabel
172.18.0.10-142.250.190.74-33786-443-6,172.18.0.10,33786,142.250.190.74,443,6,08/09/2023 10:23:59 AM,31468095,20,27,1676.0,10356.0,622.0,0.0,83.8,170.49698253233566,2800.0,0.0,383.55555555555566,679.7232091268041,382.3555254933608,1.4935762714584406,684089.0217391305,3433651.0783722685,2.1240401E7,-16.0,3.1452193E7,1655378.5789473683,5273914.61661711,2.1245656E7,8.0,3.1452161E7,1209698.5,4538830.677342994,2.1256303E7,1.0,0,0,0,0,648,872,0.635564370833379,0.8580119006250616,0.0,2800.0,250.66666666666663,539.1375829353146,290669.33333333326,2,2,0,29,46,0,0,0,1.0,256.0,83.8,383.55555555555554,0,0,0,6016,14,98101,10,838,13,5178,64240,266,11,32,82991.0,47738.193011466195,116747.0,49235.0,1.56431055E7,7915771.208709895,2.1240401E7,1.004581E7,NeedManualLabel
172.18.0.10-142.250.190.142-39244-443-6,172.18.0.10,39244,142.250.190.142,443,6,08/09/2023 10:24:14 AM,16483443,14,18,1564.0,14071.0,669.0,0.0,111.71428571428571,210.52806448088086,2800.0,0.0,781.7222222222223,821.7793324499163,948.5275618692041,1.941341987835915,531723.9677419355,2938631.0978429564,1.63655E7,2.0,1.6467301E7,1266715.4615384615,4541493.384668631,1.6381692E7,33.0,1.6467273E7,968663.1176470588,3971845.1821382856,1.6381642E7,2.0,0,0,0,0,456,584,0.8493371196782128,1.0920048681577021,0.0,2800.0,473.78787878787875,703.1915971827912,494478.42234848475,2,2,0,19,31,0,0,0,1.0,488.59375,111.71428571428571,781.7222222222222,0,0,0,15635,19,227153,14,1564,18,14071,64240,271,7,32,101801.0,0.0,101801.0,101801.0,1.63655E7,0.0,1.63655E7,1.63655E7,NeedManualLabel
172.18.0.10-142.250.191.142-39240-443-6,172.18.0.10,39240,142.250.191.142,443,6,08/09/2023 10:23:58 AM,31763198,944,972,2447.0,2620391.0,641.0,0.0,2.5921610169491602,29.99116133479105,3088.0,0.0,2695.87551440329,454.60564721203974,82574.74577969132,60.32138199686317,16586.526370757176,565942.6987166106,2.4768831E7,-37.0,3.1746755E7,33665.69989395547,806355.7165786051,2.4768831E7,5.0,3.1746682E7,32694.83213182286,795181.671472822,2.4785285E7,1.0,0,0,0,0,30216,31112,29.71992933457141,30.601452662291752,0.0,3088.0,1368.199269692228,1385.356313662021,1919212.1158032238,2,2,0,972,1915,0,0,0,1.0,1368.9133611691022,2.5921610169491527,2695.875514403292,0,0,0,2622838,980,376781,944,2447,972,2620391,64240,286,16,32,6977924.0,0.0,6977924.0,6977924.0,2.4768831E7,0.0,2.4768831E7,2.4768831E7,NeedManualLabel
172.18.0.10-142.250.190.14-54188-443-6,172.18.0.10,54188,142.250.190.14,443,6,08/09/2023 10:24:14 AM,16484421,12,14,1430.0,9150.0,671.0,0.0,119.16666666666667,226.57201678026962,2800.0,0.0,653.5714285714286,875.9428076066395,641.8181142061344,1.577246783493336,659376.84,3272089.6437025364,1.6365373E7,-23.0,1.6468098E7,1497099.8181818184,4936677.181847519,1.6381717E7,8.0,1.6468024E7,1266771.076923077,4541482.915430239,1.6381696E7,2.0,0,0,0,0,392,456,0.7279600539200012,0.8492867295733346,0.0,2800.0,391.85185185185185,694.5962692154177,482463.977207977,2,2,0,15,25,0,0,0,1.0,406.9230769230769,119.16666666666667,653.5714285714286,0,0,0,10580,15,151943,12,1430,14,9150,64240,266,6,32,102725.0,0.0,102725.0,102725.0,1.6365373E7,0.0,1.6365373E7,1.6365373E7,NeedManualLabel
172.18.0.10-172.217.0.173-38790-443-6,172.18.0.10,38790,172.217.0.173,443,6,08/09/2023 10:23:57 AM,33236620,15,14,1100.0,7174.0,517.0,0.0,73.33333333333333,146.55309455555528,2800.0,0.0,512.4285714285714,847.6305176817872,248.94228113448358,0.8725315630771119,1187022.1428571427,6233042.888405616,3.2990998E7,9.0,3.3219874E7,2372848.1428571427,8817373.620223584,3.3007665E7,40.0,3.3219934E7,2555379.5384615385,9149883.957880236,3.3007744E7,18.0,0,0,0,0,488,456,0.45130942917781647,0.4212221338992954,0.0,2800.0,275.7999999999999,619.1138494822173,383301.95862068963,2,2,0,15,28,0,0,0,0.0,285.3103448275862,73.33333333333333,512.4285714285714,0,0,0,8274,15,42807,15,1100,14,7174,64240,265,7,32,228876.0,0.0,228876.0,228876.0,3.2990998E7,0.0,3.2990998E7,3.2990998E7,NeedManualLabel
172.18.0.10-142.250.191.195-45362-443-6,172.18.0.10,45362,142.250.191.195,443,6,08/09/2023 10:23:59 AM,31366163,25,27,1491.0,38443.0,598.0,0.0,59.640000000000015,153.30766451811857,2800.0,0.0,1423.8148148148146,1192.2387485811028,1273.155406353018,1.6578374600680357,615022.8039215687,3742906.1895068437,2.6638068E7,-14.0,3.134995E7,1306247.9166666667,5437576.888894161,2.6659524E7,6.0,3.1349891E7,1205765.0384615385,5227502.777483868,2.6654281E7,1.0,0,0,0,0,808,872,0.7970372404173248,0.8608002196507109,0.0,2800.0,753.4716981132076,1094.1877845404078,1197246.9078374458,2,2,0,28,51,0,0,0,1.0,767.9615384615385,59.64,1423.8148148148148,0,0,0,13311,9,399104,8,497,9,12814,64240,265,8,32,4711882.0,0.0,4711882.0,4711882.0,2.6638068E7,0.0,2.6638068E7,2.6638068E7,NeedManualLabel
172.18.0.10-142.250.190.98-35208-443-6,172.18.0.10,35208,142.250.190.98,443,6,08/09/2023 10:24:04 AM,25954844,13,13,1498.0,6359.0,739.0,0.0,115.23076923076923,234.2285756286488,2800.0,0.0,489.15384615384625,897.7322212250382,302.71805910295586,1.0017397908459784,1038193.7600000001,5166490.134305746,2.5837329E7,-24.0,2.5938532E7,2161544.3333333335,7461104.901881104,2.5853719E7,8.0,2.5938463E7,2161538.5833333335,7461081.977040687,2.5853641E7,2.0,0,0,0,0,424,424,0.5008698954229892,0.5008698954229892,0.0,2800.0,291.0,660.0172491918444,435622.76923076925,2,2,0,13,25,0,0,0,1.0,302.1923076923077,115.23076923076923,489.15384615384613,0,0,0,7857,13,118806,13,1498,13,6359,64240,266,6,32,101203.0,0.0,101203.0,101203.0,2.5837329E7,0.0,2.5837329E7,2.5837329E7,NeedManualLabel
172.18.0.10-172.217.0.173-32962-443-6,172.18.0.10,32962,172.217.0.173,443,6,08/09/2023 10:24:03 AM,27094718,17,18,2031.0,8777.0,957.0,0.0,119.4705882352941,254.42978344895542,2800.0,0.0,487.6111111111113,788.1679530545646,398.89693629584923,1.291764690077232,796903.4705882353,4612657.534470428,2.6901962E7,12.0,2.7078805E7,1692425.3125,6728164.949380693,2.6922964E7,36.0,2.7078807E7,1592871.0,6526117.124344373,2.6917875E7,31.0,0,0,0,0,552,584,0.6274285637517985,0.6643361263254336,0.0,2800.0,300.22222222222223,606.4865143294548,367825.892063492,2,2,0,19,34,0,0,0,1.0,308.8,119.47058823529412,487.6111111111111,0,0,0,10808,19,78433,17,2031,18,8777,64240,276,8,32,176843.0,0.0,176843.0,176843.0,2.6901962E7,0.0,2.6901962E7,2.6901962E7,NeedManualLabel
172.18.0.10-142.250.191.230-58058-443-6,172.18.0.10,58058,142.250.191.230,443,6,08/09/2023 10:24:05 AM,25472423,13,12,1320.0,6285.0,561.0,0.0,101.53846153846153,196.96472416172028,1904.0,0.0,523.75,702.835442398083,298.5581701434528,0.9814535507674319,1061350.9583333333,5176569.900865046,2.5364575E7,7.0,2.545621E7,2121350.833333333,7326826.556384233,2.5387135E7,30.0,2.5456199E7,2314199.909090909,7650328.044680534,2.5380788E7,19.0,0,0,0,0,424,392,0.5103558463990646,0.47109770436836734,0.0,1904.0,292.49999999999994,532.9402405523531,284025.3,2,2,0,13,24,0,0,0,0.0,304.2,101.53846153846153,523.75,0,0,0,7605,14,156185,13,1320,12,6285,64240,265,6,32,91635.0,0.0,91635.0,91635.0,2.5364575E7,0.0,2.5364575E7,2.5364575E7,NeedManualLabel
172.18.0.10-142.250.191.202-41686-443-6,172.18.0.10,41686,142.250.191.202,443,6,08/09/2023 10:24:05 AM,25502468,29,36,1968.0,39725.0,517.0,0.0,67.86206896551724,143.85551385676905,2800.0,0.0,1103.4722222222222,1252.2797835744243,1634.8613789065435,2.5487729266045935,398476.06250000006,2655962.183333541,2.0860062E7,-18.0,2.5486303E7,910225.1071428572,4002102.3527399283,2.088141E7,9.0,2.5486208E7,728177.3714285714,3584411.627844217,2.0876227E7,1.0,0,0,0,0,936,1160,1.137144844177434,1.4116280824271596,0.0,2800.0,631.712121212121,1060.461579692853,1124578.7620046616,2,2,0,36,64,0,0,0,1.0,641.4307692307692,67.86206896551724,1103.4722222222222,0,0,0,20846,18,267862,14,984,18,19862,64240,273,11,32,4626241.0,0.0,4626241.0,4626241.0,2.0860062E7,0.0,2.0860062E7,2.0860062E7,NeedManualLabel
172.18.0.10-142.250.191.195-38776-443-6,172.18.0.10,38776,142.250.191.195,443,6,08/09/2023 10:24:03 AM,26953467,13,14,1322.0,8406.0,563.0,0.0,101.69230769230771,197.35390571905108,2800.0,0.0,600.4285714285714,864.6132718678969,360.91831896801995,1.0017264198331146,1036671.8076923076,5259976.2676950395,2.6825808E7,2.0,2.6937111E7,2244759.25,7746162.038858635,2.684211E7,41.0,2.6937177E7,2072090.5384615385,7442485.8874455,2.6842164E7,2.0,0,0,0,0,424,456,0.4823127206603885,0.5194136991727261,0.0,2800.0,347.4285714285714,666.3184328594355,443980.253968254,2,2,0,14,26,0,0,0,1.0,360.2962962962963,101.6923076923077,600.4285714285714,0,0,0,9728,14,125428,13,1322,14,8406,64240,265,6,32,111303.0,0.0,111303.0,111303.0,2.6825808E7,0.0,2.6825808E7,2.6825808E7,NeedManualLabel
172.18.0.10-142.250.190.46-46256-443-6,172.18.0.10,46256,142.250.190.46,443,6,08/09/2023 10:24:15 AM,15359668,14,13,1430.0,9406.0,671.0,0.0,102.14285714285714,212.86104428904832,2800.0,0.0,723.5384615384615,882.9636284869097,705.4839987426811,1.7578504952060163,590756.4615384615,2991455.7147019138,1.5257539E7,3.0,1.5342991E7,1180230.076923077,4234719.7632496385,1.5274201E7,58.0,1.5342915E7,1278576.25,4407491.834785839,1.5274216E7,3.0,0,0,0,0,456,424,0.9114780345512677,0.8463724606547486,0.0,2800.0,387.0,685.9073471605977,470468.8888888888,2,2,0,15,26,0,0,0,0.0,401.3333333333333,102.14285714285714,723.5384615384615,0,0,0,10836,15,209512,14,1430,13,9406,64240,266,6,32,85452.0,0.0,85452.0,85452.0,1.5257539E7,0.0,1.5257539E7,1.5257539E7,NeedManualLabel
172.18.0.10-142.250.191.246-41342-443-6,172.18.0.10,41342,142.250.191.246,443,6,08/09/2023 10:23:59 AM,31569363,72,93,1974.0,207668.0,547.0,0.0,27.416666666666664,91.92644794065481,2800.0,0.0,2232.9892473118284,1046.787949277545,6640.678812556338,5.226586295073487,192496.11585365853,2090967.6036328643,2.6421026E7,1.0,3.1552387E7,444399.8169014084,3173357.8716879846,2.6421026E7,22.0,3.1552339E7,342960.20652173914,2791214.4312851327,2.6438016E7,1.0,0,0,0,0,2312,2984,2.2806922014866124,2.9458940935868743,0.0,2800.0,1262.9036144578313,1349.3595707814816,1820771.2512595842,2,2,0,97,164,0,0,0,1.0,1270.5575757575757,27.416666666666668,2232.989247311828,0,0,0,104821,48,384122,36,987,46,103834,64240,274,15,32,5131361.0,0.0,5131361.0,5131361.0,2.6421026E7,0.0,2.6421026E7,2.6421026E7,NeedManualLabel
172.18.0.10-172.217.0.173-32948-443-6,172.18.0.10,32948,172.217.0.173,443,6,08/09/2023 10:24:03 AM,27116468,8,6,591.0,5454.0,517.0,0.0,73.875,180.9123209102765,2800.0,0.0,909.0,1154.5400815909338,222.9272632409206,0.5162914285149526,2085882.1538461538,7484111.5144871725,2.6994481E7,15.0,2.7100485E7,3871497.8571428573,1.019629637093305E7,2.6994481E7,43.0,2.7100619E7,5420123.8,1.2092585363552522E7,2.7051993E7,47.0,0,0,0,0,264,200,0.2950236734371158,0.22126775507783683,0.0,2800.0,403.0,821.9806219474659,675652.1428571428,2,2,0,5,13,0,0,0,0.0,431.7857142857143,73.875,909.0,0,0,0,6045,5,131742,8,591,6,5454,64240,261,2,32,106004.0,0.0,106004.0,106004.0,2.6994481E7,0.0,2.6994481E7,2.6994481E7,NeedManualLabel
172.18.0.10-142.250.191.142-39242-443-6,172.18.0.10,39242,142.250.191.142,443,6,08/09/2023 10:23:59 AM,31747729,9,7,591.0,7893.0,517.0,0.0,65.66666666666667,171.0102336119099,2800.0,0.0,1127.5714285714287,1256.9849982057406,267.2317128573197,0.5039730558365293,2116515.266666667,8164841.156882264,3.1630626E7,-31.0,3.1731346E7,3966418.25,1.1178046054832337E7,3.1630626E7,4.0,3.1731543E7,5288590.499999999,1.2933393531147882E7,3.1688765E7,1.0,0,0,0,0,296,232,0.28348484390804773,0.22048821192848156,0.0,2800.0,499.05882352941177,949.3003654394795,901171.1838235294,2,2,0,6,15,0,0,0,0.0,530.25,65.66666666666667,1127.5714285714287,0,0,0,8484,6,199539,9,591,7,7893,64240,261,2,32,100720.0,0.0,100720.0,100720.0,3.1630626E7,0.0,3.1630626E7,3.1630626E7,NeedManualLabel
172.18.0.10-172.217.0.173-32982-443-6,172.18.0.10,32982,172.217.0.173,443,6,08/09/2023 10:24:04 AM,26522115,15,19,2032.0,8656.0,956.0,0.0,135.4666666666667,267.5715836574437,2800.0,0.0,455.57894736842115,773.2423305499939,402.98445278591095,1.2819490451647615,803700.4545454546,4583439.426099725,2.6335623E7,-22.0,2.6506176E7,1893298.2857142857,7039595.234421402,2.6351563E7,10.0,2.6506178E7,1472565.4444444445,6208991.709509204,2.6351562E7,2.0,0,0,0,0,488,616,0.5655657552197477,0.7163832899450139,0.0,2800.0,305.3714285714286,611.6405175338498,374104.1226890756,2,2,0,19,33,0,0,0,1.0,314.3529411764706,135.46666666666667,455.57894736842104,0,0,0,10688,19,77978,15,2032,19,8656,64240,276,8,32,170553.0,0.0,170553.0,170553.0,2.6335623E7,0.0,2.6335623E7,2.6335623E7,NeedManualLabel
172.18.0.10-142.250.191.238-37524-443-6,172.18.0.10,37524,142.250.191.238,443,6,08/09/2023 10:23:58 AM,31940681,940,970,2485.0,2618882.0,641.0,0.0,2.643617021276601,30.068321416807045,5600.0,0.0,2699.878350515464,463.4067611282794,82069.85317564143,59.79834932135604,16731.629649030907,567767.0469840284,2.4809846E7,-25.0,3.1924638E7,33998.54952076677,810098.5998148057,2.4831187E7,5.0,3.1924558E7,32945.88028895769,797297.5304734528,2.4825889E7,1.0,0,0,0,0,30088,31048,29.42955411626947,30.368795205086577,0.0,5600.0,1371.7252747252762,1388.7754361022746,1928697.211921063,2,2,0,963,1909,0,0,0,1.0,1372.4434554973823,2.643617021276596,2699.878350515464,0,0,0,2621367,977,370402,940,2485,970,2618882,64240,286,17,32,7114792.0,0.0,7114792.0,7114792.0,2.4809846E7,0.0,2.4809846E7,2.4809846E7,NeedManualLabel
172.18.0.10-172.217.0.173-38782-443-6,172.18.0.10,38782,172.217.0.173,443,6,08/09/2023 10:23:57 AM,33382695,15,13,1100.0,6944.0,517.0,0.0,73.33333333333333,146.55309455555528,2800.0,0.0,534.1538461538461,871.899062024369,240.96316969016434,0.8387579253262806,1236396.1111111112,6373852.082174256,3.3129021E7,1.0,3.3366102E7,2383293.0,8855469.432355525,3.315049E7,43.0,3.3366124E7,2780510.3333333335,9562611.835462997,3.3145614E7,1.0,0,0,0,0,488,424,0.44933460285336463,0.389423322472916,0.0,2800.0,277.3793103448276,626.263774515927,392206.31527093594,2,2,0,15,27,0,0,0,0.0,287.2857142857143,73.33333333333333,534.1538461538462,0,0,0,8044,15,40979,15,1100,13,6944,64240,265,7,32,237081.0,0.0,237081.0,237081.0,3.3129021E7,0.0,3.3129021E7,3.3129021E7,NeedManualLabel
172.18.0.10-142.250.191.195-38786-443-6,172.18.0.10,38786,142.250.191.195,443,6,08/09/2023 10:24:04 AM,26381336,13,14,1322.0,8619.0,563.0,0.0,101.69230769230771,197.35390571905108,2800.0,0.0,615.6428571428571,873.3591742534953,376.8194302214262,1.0234508214443725,1014666.7692307692,5149528.237349937,2.6262288E7,-17.0,2.6364475E7,2197039.5833333335,7583900.8668697355,2.6279144E7,8.0,2.636447E7,2028036.1538461538,7286557.374675195,2.6279149E7,2.0,0,0,0,0,424,456,0.4927726177324757,0.5306782037118969,0.0,2800.0,355.0357142857143,674.7967311026916,455350.62830687826,2,2,0,14,26,0,0,0,1.0,368.18518518518516,101.6923076923077,615.6428571428571,0,0,0,9941,14,152252,13,1322,14,8619,64240,265,6,32,102187.0,0.0,102187.0,102187.0,2.6262288E7,0.0,2.6262288E7,2.6262288E7,NeedManualLabel
172.18.0.10-173.194.184.234-58944-443-6,172.18.0.10,58944,173.194.184.234,443,6,08/09/2023 10:23:59 AM,31661907,8,7,1391.0,5881.0,810.0,0.0,173.87499999999997,312.9639127987214,5199.0,0.0,840.1428571428571,1938.8074022081573,229.67662686900067,0.4737554184591598,2261564.785714286,8427762.665056642,3.1542927E7,16.0,3.1651645E7,4521663.571428572,1.1915269934110863E7,3.1542927E7,283.0,3.1651646E7,5275274.333333333,1.2893859899749272E7,3.1594748E7,208.0,0,0,0,0,264,232,0.2526695565115519,0.2210858619476079,0.0,5199.0,454.5000000000001,1294.014064838555,1674472.4000000001,2,2,0,5,14,0,0,0,0.0,484.8,173.875,840.1428571428571,0,0,0,7272,5,128505,8,1391,7,5881,64240,267,3,32,108718.0,0.0,108718.0,108718.0,3.1542927E7,0.0,3.1542927E7,3.1542927E7,NeedManualLabel
